zoo,feature_type,lsb,clf,accuracy,recall,precision,f1,conf_mat
stl10,grads,12,HistGradientBoosting,0.1165,0.11,0.1114488348530901,0.1107196779063915,"[[123 877]
 [890 110]]"
stl10,grads,12,GradientBoosting,0.2815,0.302,0.2901056676272814,0.2959333659970602,"[[261 739]
 [698 302]]"
stl10,grads,12,RandomForest,0.0965,0.086,0.0878447395301327,0.0869125821121778,"[[107 893]
 [914  86]]"
stl10,grads,13,HistGradientBoosting,0.119,0.111,0.1128048780487804,0.1118951612903225,"[[127 873]
 [889 111]]"
stl10,grads,13,GradientBoosting,0.303,0.329,0.3127376425855513,0.3206627680311891,"[[277 723]
 [671 329]]"
stl10,grads,13,RandomForest,0.0955,0.089,0.0901722391084093,0.0895822848515349,"[[102 898]
 [911  89]]"
stl10,grads,14,HistGradientBoosting,0.1225,0.122,0.1221221221221221,0.1220610305152576,"[[123 877]
 [878 122]]"
stl10,grads,14,GradientBoosting,0.3215,0.327,0.3234421364985163,0.3252113376429637,"[[316 684]
 [673 327]]"
stl10,grads,14,RandomForest,0.098,0.087,0.0889570552147239,0.0879676440849342,"[[109 891]
 [913  87]]"
stl10,grads,15,HistGradientBoosting,0.1215,0.117,0.1180625630676084,0.1175288799598191,"[[126 874]
 [883 117]]"
stl10,grads,15,GradientBoosting,0.3255,0.341,0.3307468477206595,0.3357951747907434,"[[310 690]
 [659 341]]"
stl10,grads,15,RandomForest,0.0975,0.087,0.0888661899897855,0.0879231935320869,"[[108 892]
 [913  87]]"
stl10,grads,16,HistGradientBoosting,0.136,0.123,0.1262833675564681,0.1246200607902735,"[[149 851]
 [877 123]]"
stl10,grads,16,GradientBoosting,0.373,0.49,0.3970826580226904,0.4386750223813787,"[[256 744]
 [510 490]]"
stl10,grads,16,RandomForest,0.0975,0.081,0.0837642192347466,0.0823589222165734,"[[114 886]
 [919  81]]"
stl10,grads,17,HistGradientBoosting,0.15,0.145,0.1464646464646464,0.1457286432160804,"[[155 845]
 [855 145]]"
stl10,grads,17,GradientBoosting,0.3765,0.456,0.3934426229508196,0.4224177860120426,"[[297 703]
 [544 456]]"
stl10,grads,17,RandomForest,0.1025,0.091,0.0931422722620266,0.0920586747597369,"[[114 886]
 [909  91]]"
stl10,grads,18,HistGradientBoosting,0.194,0.195,0.1946107784431137,0.1948051948051948,"[[193 807]
 [805 195]]"
stl10,grads,18,GradientBoosting,0.3865,0.499,0.4073469387755102,0.4485393258426966,"[[274 726]
 [501 499]]"
stl10,grads,18,RandomForest,0.151,0.117,0.1255364806866953,0.1211180124223602,"[[185 815]
 [883 117]]"
stl10,grads,19,HistGradientBoosting,0.277,0.283,0.2796442687747035,0.2813121272365805,"[[271 729]
 [717 283]]"
stl10,grads,19,GradientBoosting,0.4245,0.535,0.4381654381654382,0.4817649707339037,"[[314 686]
 [465 535]]"
stl10,grads,19,RandomForest,0.2855,0.25,0.2691065662002153,0.2592016588906169,"[[321 679]
 [750 250]]"
stl10,grads,20,HistGradientBoosting,0.4685,0.506,0.4706976744186046,0.487710843373494,"[[431 569]
 [494 506]]"
stl10,grads,20,GradientBoosting,0.499,0.653,0.4992354740061162,0.5658578856152513,"[[345 655]
 [347 653]]"
stl10,grads,20,RandomForest,0.5405,0.495,0.5445544554455446,0.5185961236249345,"[[586 414]
 [505 495]]"
stl10,grads,21,HistGradientBoosting,0.632,0.63,0.6325301204819277,0.6312625250501002,"[[634 366]
 [370 630]]"
stl10,grads,21,GradientBoosting,0.5495,0.454,0.5611866501854141,0.5019347705914871,"[[645 355]
 [546 454]]"
stl10,grads,21,RandomForest,0.778,0.739,0.8015184381778742,0.7689906347554631,"[[817 183]
 [261 739]]"
stl10,grads,22,HistGradientBoosting,0.825,0.773,0.8627232142857143,0.8154008438818565,"[[877 123]
 [227 773]]"
stl10,grads,22,GradientBoosting,0.6795,0.582,0.7229813664596273,0.6448753462603878,"[[777 223]
 [418 582]]"
stl10,grads,22,RandomForest,0.921,0.901,0.9385416666666668,0.9193877551020408,"[[941  59]
 [ 99 901]]"
stl10,grads,23,HistGradientBoosting,0.933,0.895,0.9686147186147186,0.9303534303534304,"[[971  29]
 [105 895]]"
stl10,grads,23,GradientBoosting,0.81,0.723,0.8753026634382567,0.791894852135816,"[[897 103]
 [277 723]]"
stl10,grads,23,RandomForest,0.9785,0.961,0.9958549222797928,0.9781170483460558,"[[996   4]
 [ 39 961]]"
stl10,losses,1,HistGradientBoosting,0.3885,0.41,0.3930968360498562,0.4013705335291238,"[[367 633]
 [590 410]]"
stl10,losses,1,GradientBoosting,0.4385,0.634,0.4557872034507548,0.5303220409870347,"[[243 757]
 [366 634]]"
stl10,losses,1,RandomForest,0.316,0.329,0.3206627680311891,0.3247778874629813,"[[303 697]
 [671 329]]"
stl10,losses,2,HistGradientBoosting,0.3855,0.4,0.3887269193391642,0.3942828979793002,"[[371 629]
 [600 400]]"
stl10,losses,2,GradientBoosting,0.444,0.697,0.4628154050464807,0.5562649640861932,"[[191 809]
 [303 697]]"
stl10,losses,2,RandomForest,0.317,0.304,0.3121149897330595,0.3080040526849038,"[[330 670]
 [696 304]]"
stl10,losses,3,HistGradientBoosting,0.3875,0.422,0.3947614593077642,0.4079265345577573,"[[353 647]
 [578 422]]"
stl10,losses,3,GradientBoosting,0.4255,0.556,0.4409199048374306,0.4918177797434763,"[[295 705]
 [444 556]]"
stl10,losses,3,RandomForest,0.3255,0.319,0.3232016210739615,0.3210870659285355,"[[332 668]
 [681 319]]"
stl10,losses,4,HistGradientBoosting,0.3865,0.414,0.3924170616113744,0.4029197080291971,"[[359 641]
 [586 414]]"
stl10,losses,4,GradientBoosting,0.4325,0.659,0.4535443909153475,0.5373012637586628,"[[206 794]
 [341 659]]"
stl10,losses,4,RandomForest,0.331,0.341,0.334313725490196,0.3376237623762376,"[[321 679]
 [659 341]]"
stl10,losses,5,HistGradientBoosting,0.394,0.432,0.4014869888475836,0.4161849710982659,"[[356 644]
 [568 432]]"
stl10,losses,5,GradientBoosting,0.434,0.556,0.4469453376205787,0.4955436720142602,"[[312 688]
 [444 556]]"
stl10,losses,5,RandomForest,0.321,0.33,0.3241650294695481,0.3270564915758176,"[[312 688]
 [670 330]]"
stl10,losses,6,HistGradientBoosting,0.3875,0.374,0.3843782117163412,0.3791180942726812,"[[401 599]
 [626 374]]"
stl10,losses,6,GradientBoosting,0.4375,0.615,0.4538745387453874,0.5222929936305731,"[[260 740]
 [385 615]]"
stl10,losses,6,RandomForest,0.3105,0.297,0.3052415210688592,0.3010643689812468,"[[324 676]
 [703 297]]"
stl10,losses,7,HistGradientBoosting,0.3875,0.422,0.3947614593077642,0.4079265345577573,"[[353 647]
 [578 422]]"
stl10,losses,7,GradientBoosting,0.433,0.65,0.4532775453277545,0.5341002465078061,"[[216 784]
 [350 650]]"
stl10,losses,7,RandomForest,0.3275,0.313,0.3223480947476828,0.3176052765093861,"[[342 658]
 [687 313]]"
stl10,losses,8,HistGradientBoosting,0.387,0.416,0.3931947069943289,0.4042759961127308,"[[358 642]
 [584 416]]"
stl10,losses,8,GradientBoosting,0.4335,0.656,0.4539792387543253,0.5366053169734152,"[[211 789]
 [344 656]]"
stl10,losses,8,RandomForest,0.3145,0.321,0.3168805528134255,0.3189269746646796,"[[308 692]
 [679 321]]"
stl10,losses,9,HistGradientBoosting,0.388,0.405,0.3916827852998066,0.3982300884955753,"[[371 629]
 [595 405]]"
stl10,losses,9,GradientBoosting,0.4315,0.604,0.4490706319702602,0.5151385927505331,"[[259 741]
 [396 604]]"
stl10,losses,9,RandomForest,0.314,0.326,0.318359375,0.3221343873517786,"[[302 698]
 [674 326]]"
stl10,losses,10,HistGradientBoosting,0.385,0.412,0.3908918406072106,0.4011684518013632,"[[358 642]
 [588 412]]"
stl10,losses,10,GradientBoosting,0.4405,0.678,0.4596610169491525,0.547878787878788,"[[203 797]
 [322 678]]"
stl10,losses,10,RandomForest,0.3365,0.348,0.3401759530791788,0.3440434997528422,"[[325 675]
 [652 348]]"
stl10,losses,11,HistGradientBoosting,0.389,0.425,0.396455223880597,0.4102316602316602,"[[353 647]
 [575 425]]"
stl10,losses,11,GradientBoosting,0.433,0.659,0.4538567493112947,0.5375203915171288,"[[207 793]
 [341 659]]"
stl10,losses,11,RandomForest,0.344,0.334,0.3408163265306122,0.3373737373737374,"[[354 646]
 [666 334]]"
stl10,losses,12,HistGradientBoosting,0.3935,0.441,0.4027397260273972,0.4210023866348448,"[[346 654]
 [559 441]]"
stl10,losses,12,GradientBoosting,0.4445,0.691,0.4628265237776289,0.5543521861211391,"[[198 802]
 [309 691]]"
stl10,losses,12,RandomForest,0.407,0.41,0.4075546719681908,0.4087736789631107,"[[404 596]
 [590 410]]"
stl10,losses,13,HistGradientBoosting,0.393,0.4,0.3944773175542406,0.3972194637537239,"[[386 614]
 [600 400]]"
stl10,losses,13,GradientBoosting,0.448,0.653,0.4631205673758865,0.5419087136929461,"[[243 757]
 [347 653]]"
stl10,losses,13,RandomForest,0.3945,0.388,0.3931104356636271,0.3905385002516356,"[[401 599]
 [612 388]]"
stl10,losses,14,HistGradientBoosting,0.4025,0.399,0.4018126888217522,0.4004014049172102,"[[406 594]
 [601 399]]"
stl10,losses,14,GradientBoosting,0.4445,0.627,0.4593406593406593,0.530232558139535,"[[262 738]
 [373 627]]"
stl10,losses,14,RandomForest,0.4265,0.443,0.4288480154888673,0.4358091490408263,"[[410 590]
 [557 443]]"
stl10,losses,15,HistGradientBoosting,0.419,0.41,0.4175152749490835,0.4137235116044399,"[[428 572]
 [590 410]]"
stl10,losses,15,GradientBoosting,0.445,0.634,0.4600870827285921,0.5332211942809083,"[[256 744]
 [366 634]]"
stl10,losses,15,RandomForest,0.457,0.458,0.4570858283433133,0.4575424575424575,"[[456 544]
 [542 458]]"
stl10,losses,16,HistGradientBoosting,0.4885,0.527,0.489322191272052,0.5074626865671641,"[[450 550]
 [473 527]]"
stl10,losses,16,GradientBoosting,0.4975,0.793,0.4984286612193589,0.6121188730219993,"[[202 798]
 [207 793]]"
stl10,losses,16,RandomForest,0.5035,0.495,0.503560528992879,0.4992435703479576,"[[512 488]
 [505 495]]"
stl10,losses,17,HistGradientBoosting,0.476,0.478,0.4760956175298805,0.4770459081836327,"[[474 526]
 [522 478]]"
stl10,losses,17,GradientBoosting,0.4745,0.723,0.4829659318637274,0.579094913896676,"[[226 774]
 [277 723]]"
stl10,losses,17,RandomForest,0.4935,0.498,0.4935579781962338,0.4957690393230463,"[[489 511]
 [502 498]]"
stl10,losses,18,HistGradientBoosting,0.4925,0.5,0.4926108374384236,0.4962779156327543,"[[485 515]
 [500 500]]"
stl10,losses,18,GradientBoosting,0.4815,0.687,0.4868887313961729,0.5698880132725012,"[[276 724]
 [313 687]]"
stl10,losses,18,RandomForest,0.491,0.47,0.4906054279749478,0.4800817160367722,"[[512 488]
 [530 470]]"
stl10,losses,19,HistGradientBoosting,0.485,0.469,0.484504132231405,0.4766260162601626,"[[501 499]
 [531 469]]"
stl10,losses,19,GradientBoosting,0.4835,0.698,0.4884534639608117,0.5747221078633182,"[[269 731]
 [302 698]]"
stl10,losses,19,RandomForest,0.5,0.488,0.5,0.4939271255060729,"[[512 488]
 [512 488]]"
stl10,losses,20,HistGradientBoosting,0.5415,0.573,0.5390404515522107,0.55550169655841,"[[510 490]
 [427 573]]"
stl10,losses,20,GradientBoosting,0.5545,0.564,0.5534838076545633,0.5586924219910846,"[[545 455]
 [436 564]]"
stl10,losses,20,RandomForest,0.5215,0.532,0.5210577864838394,0.5264720435428006,"[[511 489]
 [468 532]]"
stl10,losses,21,HistGradientBoosting,0.509,0.519,0.5088235294117647,0.5138613861386139,"[[499 501]
 [481 519]]"
stl10,losses,21,GradientBoosting,0.5055,0.541,0.5051353874883286,0.522452921294061,"[[470 530]
 [459 541]]"
stl10,losses,21,RandomForest,0.496,0.524,0.4962121212121212,0.509727626459144,"[[468 532]
 [476 524]]"
stl10,losses,22,HistGradientBoosting,0.6545,0.643,0.6581371545547595,0.6504805260495701,"[[666 334]
 [357 643]]"
stl10,losses,22,GradientBoosting,0.6615,0.615,0.6780595369349504,0.6449921342422654,"[[708 292]
 [385 615]]"
stl10,losses,22,RandomForest,0.585,0.578,0.5862068965517241,0.5820745216515609,"[[592 408]
 [422 578]]"
stl10,losses,23,HistGradientBoosting,0.9815,0.976,0.98685540950455,0.9813976872800404,"[[987  13]
 [ 24 976]]"
stl10,losses,23,GradientBoosting,0.977,0.974,0.9798792756539236,0.9769307923771314,"[[980  20]
 [ 26 974]]"
stl10,losses,23,RandomForest,0.9695,0.966,0.972809667673716,0.9693928750627197,"[[973  27]
 [ 34 966]]"
stl10,weights,1,HistGradientBoosting,0.146,0.132,0.1358024691358024,0.1338742393509127,"[[160 840]
 [868 132]]"
stl10,weights,1,RandomForest,0.096,0.099,0.0984095427435387,0.098703888334995,"[[ 93 907]
 [901  99]]"
stl10,weights,2,HistGradientBoosting,0.147,0.138,0.1405295315682281,0.1392532795156408,"[[156 844]
 [862 138]]"
stl10,weights,2,RandomForest,0.096,0.098,0.097609561752988,0.0978043912175648,"[[ 94 906]
 [902  98]]"
stl10,weights,3,HistGradientBoosting,0.142,0.134,0.1361788617886178,0.1350806451612903,"[[150 850]
 [866 134]]"
stl10,weights,3,RandomForest,0.096,0.096,0.096,0.096,"[[ 96 904]
 [904  96]]"
stl10,weights,4,HistGradientBoosting,0.146,0.141,0.1424242424242424,0.1417085427135678,"[[151 849]
 [859 141]]"
stl10,weights,4,RandomForest,0.096,0.088,0.089430894308943,0.0887096774193548,"[[104 896]
 [912  88]]"
stl10,weights,5,HistGradientBoosting,0.1495,0.131,0.1360332294911734,0.1334691798267957,"[[168 832]
 [869 131]]"
stl10,weights,5,RandomForest,0.096,0.086,0.0877551020408163,0.0868686868686868,"[[106 894]
 [914  86]]"
stl10,weights,6,HistGradientBoosting,0.15,0.141,0.1435845213849287,0.1422805247225025,"[[159 841]
 [859 141]]"
stl10,weights,6,RandomForest,0.096,0.084,0.0860655737704918,0.0850202429149797,"[[108 892]
 [916  84]]"
stl10,weights,7,HistGradientBoosting,0.147,0.142,0.1434343434343434,0.1427135678391959,"[[152 848]
 [858 142]]"
stl10,weights,7,RandomForest,0.096,0.095,0.095190380761523,0.095095095095095,"[[ 97 903]
 [905  95]]"
stl10,weights,8,HistGradientBoosting,0.1455,0.139,0.1408308004052685,0.139909411172622,"[[152 848]
 [861 139]]"
stl10,weights,8,RandomForest,0.096,0.085,0.0869120654396728,0.0859453993933265,"[[107 893]
 [915  85]]"
stl10,weights,9,HistGradientBoosting,0.151,0.15,0.1503006012024048,0.1501501501501501,"[[152 848]
 [850 150]]"
stl10,weights,9,RandomForest,0.096,0.093,0.0935613682092555,0.0932798395185556,"[[ 99 901]
 [907  93]]"
stl10,weights,10,HistGradientBoosting,0.1475,0.142,0.1435793731041456,0.1427853192559074,"[[153 847]
 [858 142]]"
stl10,weights,10,RandomForest,0.095,0.078,0.0807453416149068,0.0793489318413021,"[[112 888]
 [922  78]]"
stl10,weights,11,HistGradientBoosting,0.15,0.146,0.1471774193548387,0.1465863453815261,"[[154 846]
 [854 146]]"
stl10,weights,11,RandomForest,0.096,0.088,0.089430894308943,0.0887096774193548,"[[104 896]
 [912  88]]"
stl10,weights,12,HistGradientBoosting,0.151,0.151,0.151,0.151,"[[151 849]
 [849 151]]"
stl10,weights,12,RandomForest,0.098,0.089,0.0906313645621181,0.0898082744702321,"[[107 893]
 [911  89]]"
stl10,weights,13,HistGradientBoosting,0.168,0.162,0.1639676113360323,0.1629778672032193,"[[174 826]
 [838 162]]"
stl10,weights,13,RandomForest,0.1015,0.094,0.0954314720812182,0.0947103274559194,"[[109 891]
 [906  94]]"
stl10,weights,14,HistGradientBoosting,0.2,0.201,0.2005988023952095,0.2007992007992008,"[[199 801]
 [799 201]]"
stl10,weights,14,RandomForest,0.116,0.118,0.1175298804780876,0.1177644710578842,"[[114 886]
 [882 118]]"
stl10,weights,15,HistGradientBoosting,0.275,0.281,0.2776679841897233,0.279324055666004,"[[269 731]
 [719 281]]"
stl10,weights,15,RandomForest,0.184,0.21,0.1996197718631178,0.2046783625730994,"[[158 842]
 [790 210]]"
stl10,weights,16,HistGradientBoosting,0.4385,0.442,0.4389275074478649,0.4404583956153463,"[[435 565]
 [558 442]]"
stl10,weights,16,RandomForest,0.428,0.448,0.4307692307692308,0.4392156862745098,"[[408 592]
 [552 448]]"
stl10,weights,17,HistGradientBoosting,0.7615,0.765,0.759682224428997,0.7623318385650224,"[[758 242]
 [235 765]]"
stl10,weights,17,RandomForest,0.7635,0.826,0.7342222222222222,0.7774117647058824,"[[701 299]
 [174 826]]"
stl10,weights,18,HistGradientBoosting,0.967,0.986,0.9499036608863198,0.9676153091265948,"[[948  52]
 [ 14 986]]"
stl10,weights,18,RandomForest,0.9395,0.967,0.9165876777251184,0.941119221411192,"[[912  88]
 [ 33 967]]"
stl10,weights,19,HistGradientBoosting,1.0,1.0,1.0,1.0,"[[1000    0]
 [   0 1000]]"
stl10,weights,19,RandomForest,0.9925,0.999,0.9861796643632774,0.992548435171386,"[[986  14]
 [  1 999]]"
stl10,weights,20,HistGradientBoosting,1.0,1.0,1.0,1.0,"[[1000    0]
 [   0 1000]]"
stl10,weights,20,RandomForest,0.9975,1.0,0.9950248756218906,0.9975062344139652,"[[ 995    5]
 [   0 1000]]"
stl10,weights,21,HistGradientBoosting,1.0,1.0,1.0,1.0,"[[1000    0]
 [   0 1000]]"
stl10,weights,21,RandomForest,1.0,1.0,1.0,1.0,"[[1000    0]
 [   0 1000]]"
stl10,weights,22,HistGradientBoosting,1.0,1.0,1.0,1.0,"[[1000    0]
 [   0 1000]]"
stl10,weights,22,RandomForest,1.0,1.0,1.0,1.0,"[[1000    0]
 [   0 1000]]"
stl10,weights,23,HistGradientBoosting,0.9995,1.0,0.999000999000999,0.9995002498750626,"[[ 999    1]
 [   0 1000]]"
stl10,weights,23,RandomForest,1.0,1.0,1.0,1.0,"[[1000    0]
 [   0 1000]]"
cifar10,grads,1,HistGradientBoosting,0.115,0.118,0.1172962226640159,0.1176470588235294,"[[112 888]
 [882 118]]"
cifar10,grads,1,GradientBoosting,0.3225,0.365,0.336405529953917,0.3501199040767386,"[[280 720]
 [635 365]]"
cifar10,grads,1,RandomForest,0.096,0.097,0.0968063872255489,0.0969030969030969,"[[ 95 905]
 [903  97]]"
cifar10,grads,2,HistGradientBoosting,0.115,0.116,0.1157684630738523,0.1158841158841158,"[[114 886]
 [884 116]]"
cifar10,grads,2,GradientBoosting,0.3305,0.371,0.3432007400555041,0.3565593464680442,"[[290 710]
 [629 371]]"
cifar10,grads,2,RandomForest,0.096,0.092,0.0927419354838709,0.0923694779116466,"[[100 900]
 [908  92]]"
cifar10,grads,3,HistGradientBoosting,0.1115,0.113,0.1126620139581256,0.1128307538691962,"[[110 890]
 [887 113]]"
cifar10,grads,3,GradientBoosting,0.3245,0.387,0.344,0.364235294117647,"[[262 738]
 [613 387]]"
cifar10,grads,3,RandomForest,0.096,0.09,0.0910931174089068,0.090543259557344,"[[102 898]
 [910  90]]"
cifar10,grads,4,HistGradientBoosting,0.1115,0.122,0.1194906953966699,0.1207323107372587,"[[101 899]
 [878 122]]"
cifar10,grads,4,GradientBoosting,0.3285,0.386,0.3461883408071748,0.3650118203309692,"[[271 729]
 [614 386]]"
cifar10,grads,4,RandomForest,0.096,0.093,0.0935613682092555,0.0932798395185556,"[[ 99 901]
 [907  93]]"
cifar10,grads,5,HistGradientBoosting,0.1105,0.118,0.1162561576354679,0.11712158808933,"[[103 897]
 [882 118]]"
cifar10,grads,5,GradientBoosting,0.324,0.391,0.3447971781305115,0.366447985004686,"[[257 743]
 [609 391]]"
cifar10,grads,5,RandomForest,0.096,0.102,0.1007905138339921,0.1013916500994035,"[[ 90 910]
 [898 102]]"
cifar10,grads,6,HistGradientBoosting,0.109,0.116,0.1143984220907297,0.1151936444885799,"[[102 898]
 [884 116]]"
cifar10,grads,6,GradientBoosting,0.3335,0.39,0.3504043126684636,0.3691433980123048,"[[277 723]
 [610 390]]"
cifar10,grads,6,RandomForest,0.096,0.085,0.0869120654396728,0.0859453993933265,"[[107 893]
 [915  85]]"
cifar10,grads,7,HistGradientBoosting,0.1105,0.124,0.1207400194741966,0.1223482979773063,"[[ 97 903]
 [876 124]]"
cifar10,grads,7,GradientBoosting,0.337,0.385,0.3512773722627737,0.3673664122137404,"[[289 711]
 [615 385]]"
cifar10,grads,7,RandomForest,0.096,0.09,0.0910931174089068,0.090543259557344,"[[102 898]
 [910  90]]"
cifar10,grads,8,HistGradientBoosting,0.1125,0.112,0.1121121121121121,0.1120560280140069,"[[113 887]
 [888 112]]"
cifar10,grads,8,GradientBoosting,0.336,0.398,0.3540925266903915,0.3747645951035782,"[[274 726]
 [602 398]]"
cifar10,grads,8,RandomForest,0.096,0.089,0.0902636916835699,0.0896273917421953,"[[103 897]
 [911  89]]"
cifar10,grads,9,HistGradientBoosting,0.109,0.115,0.1136363636363636,0.1143141153081511,"[[103 897]
 [885 115]]"
cifar10,grads,9,GradientBoosting,0.339,0.408,0.3585237258347979,0.3816651075771749,"[[270 730]
 [592 408]]"
cifar10,grads,9,RandomForest,0.0955,0.087,0.0885045778229908,0.0877458396369137,"[[104 896]
 [913  87]]"
cifar10,grads,10,HistGradientBoosting,0.1155,0.115,0.1151151151151151,0.1150575287643822,"[[116 884]
 [885 115]]"
cifar10,grads,10,GradientBoosting,0.351,0.389,0.3615241635687732,0.3747591522157997,"[[313 687]
 [611 389]]"
cifar10,grads,10,RandomForest,0.096,0.088,0.089430894308943,0.0887096774193548,"[[104 896]
 [912  88]]"
cifar10,grads,11,HistGradientBoosting,0.1195,0.13,0.1273261508325171,0.1286491835724888,"[[109 891]
 [870 130]]"
cifar10,grads,11,GradientBoosting,0.3575,0.414,0.3719676549865229,0.391859914813062,"[[301 699]
 [586 414]]"
cifar10,grads,11,RandomForest,0.0955,0.1,0.0991080277502477,0.0995520159283225,"[[ 91 909]
 [900 100]]"
cifar10,grads,12,HistGradientBoosting,0.1165,0.125,0.1229105211406096,0.1239464551313832,"[[108 892]
 [875 125]]"
cifar10,grads,12,GradientBoosting,0.3565,0.419,0.3724444444444444,0.3943529411764706,"[[294 706]
 [581 419]]"
cifar10,grads,12,RandomForest,0.0965,0.094,0.0944723618090452,0.094235588972431,"[[ 99 901]
 [906  94]]"
cifar10,grads,13,HistGradientBoosting,0.1195,0.12,0.1198801198801198,0.1199400299850075,"[[119 881]
 [880 120]]"
cifar10,grads,13,GradientBoosting,0.3715,0.44,0.3869832893579595,0.4117922321010763,"[[303 697]
 [560 440]]"
cifar10,grads,13,RandomForest,0.096,0.096,0.096,0.096,"[[ 96 904]
 [904  96]]"
cifar10,grads,14,HistGradientBoosting,0.117,0.111,0.1123481781376518,0.1116700201207243,"[[123 877]
 [889 111]]"
cifar10,grads,14,GradientBoosting,0.376,0.454,0.3927335640138408,0.4211502782931354,"[[298 702]
 [546 454]]"
cifar10,grads,14,RandomForest,0.097,0.098,0.0978043912175648,0.0979020979020979,"[[ 96 904]
 [902  98]]"
cifar10,grads,15,HistGradientBoosting,0.126,0.135,0.1326129666011787,0.1337958374628345,"[[117 883]
 [865 135]]"
cifar10,grads,15,GradientBoosting,0.389,0.455,0.4019434628975265,0.426829268292683,"[[323 677]
 [545 455]]"
cifar10,grads,15,RandomForest,0.0965,0.095,0.0952858575727181,0.0951427140711066,"[[ 98 902]
 [905  95]]"
cifar10,grads,16,HistGradientBoosting,0.1485,0.156,0.1536945812807881,0.1548387096774193,"[[141 859]
 [844 156]]"
cifar10,grads,16,GradientBoosting,0.3905,0.417,0.396011396011396,0.4062347783731125,"[[364 636]
 [583 417]]"
cifar10,grads,16,RandomForest,0.1,0.094,0.0951417004048583,0.0945674044265593,"[[106 894]
 [906  94]]"
cifar10,grads,17,HistGradientBoosting,0.172,0.187,0.1815533980582524,0.1842364532019704,"[[157 843]
 [813 187]]"
cifar10,grads,17,GradientBoosting,0.396,0.472,0.4097222222222222,0.4386617100371747,"[[320 680]
 [528 472]]"
cifar10,grads,17,RandomForest,0.1,0.091,0.0926680244399185,0.0918264379414732,"[[109 891]
 [909  91]]"
cifar10,grads,18,HistGradientBoosting,0.2185,0.232,0.2259006815968841,0.2289097187962506,"[[205 795]
 [768 232]]"
cifar10,grads,18,GradientBoosting,0.4005,0.466,0.4120247568523431,0.4373533552322853,"[[335 665]
 [534 466]]"
cifar10,grads,18,RandomForest,0.134,0.122,0.125,0.1234817813765182,"[[146 854]
 [878 122]]"
cifar10,grads,19,HistGradientBoosting,0.338,0.348,0.3411764705882353,0.3445544554455445,"[[328 672]
 [652 348]]"
cifar10,grads,19,GradientBoosting,0.444,0.488,0.4485294117647059,0.4674329501915709,"[[400 600]
 [512 488]]"
cifar10,grads,19,RandomForest,0.307,0.283,0.2972689075630252,0.2899590163934426,"[[331 669]
 [717 283]]"
cifar10,grads,20,HistGradientBoosting,0.6035,0.59,0.6063720452209661,0.5980739989863153,"[[617 383]
 [410 590]]"
cifar10,grads,20,GradientBoosting,0.5365,0.542,0.5361028684470821,0.5390353058180011,"[[531 469]
 [458 542]]"
cifar10,grads,20,RandomForest,0.697,0.632,0.7264367816091954,0.6759358288770054,"[[762 238]
 [368 632]]"
cifar10,grads,21,HistGradientBoosting,0.7635,0.714,0.7924528301886793,0.7511835875854813,"[[813 187]
 [286 714]]"
cifar10,grads,21,GradientBoosting,0.626,0.517,0.6611253196930946,0.5802469135802469,"[[735 265]
 [483 517]]"
cifar10,grads,21,RandomForest,0.872,0.808,0.926605504587156,0.8632478632478633,"[[936  64]
 [192 808]]"
cifar10,grads,22,HistGradientBoosting,0.884,0.811,0.949648711943794,0.8748651564185546,"[[957  43]
 [189 811]]"
cifar10,grads,22,GradientBoosting,0.7505,0.646,0.8166877370417194,0.7213847012841987,"[[855 145]
 [354 646]]"
cifar10,grads,22,RandomForest,0.958,0.928,0.9872340425531916,0.956701030927835,"[[988  12]
 [ 72 928]]"
cifar10,grads,23,HistGradientBoosting,0.9615,0.928,0.994640943193998,0.960165545783756,"[[995   5]
 [ 72 928]]"
