zoo,feature_type,lsb,clf,accuracy,recall,precision,f1,conf_mat
cifar10,grads,23,GradientBoosting,0.8845,0.817,0.9445086705202312,0.8761394101876675,"[[952  48]
 [183 817]]"
cifar10,grads,23,RandomForest,0.9745,0.952,0.9968586387434556,0.9739130434782608,"[[997   3]
 [ 48 952]]"
cifar10,losses,1,HistGradientBoosting,0.392,0.38,0.3893442622950819,0.3846153846153846,"[[404 596]
 [620 380]]"
cifar10,losses,1,GradientBoosting,0.436,0.553,0.4481361426256078,0.495076096687556,"[[319 681]
 [447 553]]"
cifar10,losses,1,RandomForest,0.26,0.254,0.2570850202429149,0.255533199195171,"[[266 734]
 [746 254]]"
cifar10,losses,2,HistGradientBoosting,0.3895,0.355,0.3813104189044038,0.3676851372345934,"[[424 576]
 [645 355]]"
cifar10,losses,2,GradientBoosting,0.4335,0.549,0.4459788789601949,0.4921559838637382,"[[318 682]
 [451 549]]"
cifar10,losses,2,RandomForest,0.269,0.267,0.2680722891566265,0.2675350701402805,"[[271 729]
 [733 267]]"
cifar10,losses,3,HistGradientBoosting,0.3945,0.41,0.3976721629485936,0.4037419990152634,"[[379 621]
 [590 410]]"
cifar10,losses,3,GradientBoosting,0.435,0.533,0.4456521739130434,0.4854280510018215,"[[337 663]
 [467 533]]"
cifar10,losses,3,RandomForest,0.268,0.262,0.2651821862348178,0.2635814889336016,"[[274 726]
 [738 262]]"
cifar10,losses,4,HistGradientBoosting,0.3915,0.386,0.3902932254802831,0.3881347410759175,"[[397 603]
 [614 386]]"
cifar10,losses,4,GradientBoosting,0.439,0.549,0.45,0.4945945945945946,"[[329 671]
 [451 549]]"
cifar10,losses,4,RandomForest,0.2605,0.257,0.2588116817724068,0.2579026593075765,"[[264 736]
 [743 257]]"
cifar10,losses,5,HistGradientBoosting,0.3885,0.4,0.3910068426197458,0.3954522985664854,"[[377 623]
 [600 400]]"
cifar10,losses,5,GradientBoosting,0.43,0.503,0.4389179755671902,0.4687791239515377,"[[357 643]
 [497 503]]"
cifar10,losses,5,RandomForest,0.269,0.269,0.269,0.269,"[[269 731]
 [731 269]]"
cifar10,losses,6,HistGradientBoosting,0.39,0.381,0.3879837067209776,0.384460141271443,"[[399 601]
 [619 381]]"
cifar10,losses,6,GradientBoosting,0.4315,0.548,0.4444444444444444,0.4908195253022839,"[[315 685]
 [452 548]]"
cifar10,losses,6,RandomForest,0.2735,0.249,0.2618296529968454,0.2552537160430548,"[[298 702]
 [751 249]]"
cifar10,losses,7,HistGradientBoosting,0.3875,0.373,0.384140061791967,0.3784880771182141,"[[402 598]
 [627 373]]"
cifar10,losses,7,GradientBoosting,0.441,0.531,0.45,0.4871559633027523,"[[351 649]
 [469 531]]"
cifar10,losses,7,RandomForest,0.2735,0.269,0.2714429868819374,0.2702159718734304,"[[278 722]
 [731 269]]"
cifar10,losses,8,HistGradientBoosting,0.3955,0.41,0.3984450923226433,0.4041399704287826,"[[381 619]
 [590 410]]"
cifar10,losses,8,GradientBoosting,0.4355,0.545,0.4470877768662838,0.4912122577737719,"[[326 674]
 [455 545]]"
cifar10,losses,8,RandomForest,0.273,0.265,0.2693089430894309,0.2671370967741935,"[[281 719]
 [735 265]]"
cifar10,losses,9,HistGradientBoosting,0.3905,0.402,0.3929618768328445,0.3974295600593178,"[[379 621]
 [598 402]]"
cifar10,losses,9,GradientBoosting,0.445,0.54,0.453781512605042,0.4931506849315069,"[[350 650]
 [460 540]]"
cifar10,losses,9,RandomForest,0.264,0.253,0.2586912065439672,0.2558139534883721,"[[275 725]
 [747 253]]"
cifar10,losses,10,HistGradientBoosting,0.3905,0.387,0.3897280966767371,0.3883592574009031,"[[394 606]
 [613 387]]"
cifar10,losses,10,GradientBoosting,0.436,0.55,0.4478827361563517,0.4937163375224416,"[[322 678]
 [450 550]]"
cifar10,losses,10,RandomForest,0.291,0.279,0.2858606557377049,0.2823886639676113,"[[303 697]
 [721 279]]"
cifar10,losses,11,HistGradientBoosting,0.391,0.395,0.3918650793650793,0.3934262948207171,"[[387 613]
 [605 395]]"
cifar10,losses,11,GradientBoosting,0.4275,0.525,0.4393305439330544,0.4783599088838269,"[[330 670]
 [475 525]]"
cifar10,losses,11,RandomForest,0.2875,0.291,0.2889771598808341,0.2899850523168909,"[[284 716]
 [709 291]]"
cifar10,losses,12,HistGradientBoosting,0.4005,0.404,0.4011916583912612,0.4025909317389138,"[[397 603]
 [596 404]]"
cifar10,losses,12,GradientBoosting,0.445,0.565,0.4556451612903225,0.5044642857142857,"[[325 675]
 [435 565]]"
cifar10,losses,12,RandomForest,0.383,0.383,0.383,0.383,"[[383 617]
 [617 383]]"
cifar10,losses,13,HistGradientBoosting,0.3975,0.423,0.4024738344433872,0.4124817162359824,"[[372 628]
 [577 423]]"
cifar10,losses,13,GradientBoosting,0.443,0.538,0.4521008403361344,0.491324200913242,"[[348 652]
 [462 538]]"
cifar10,losses,13,RandomForest,0.34,0.33,0.336734693877551,0.3333333333333333,"[[350 650]
 [670 330]]"
cifar10,losses,14,HistGradientBoosting,0.3945,0.382,0.3917948717948717,0.3868354430379747,"[[407 593]
 [618 382]]"
cifar10,losses,14,GradientBoosting,0.452,0.528,0.4583333333333333,0.4907063197026022,"[[376 624]
 [472 528]]"
cifar10,losses,14,RandomForest,0.3895,0.375,0.3861997940267765,0.380517503805175,"[[404 596]
 [625 375]]"
cifar10,losses,15,HistGradientBoosting,0.4095,0.445,0.415499533146592,0.4297440849830999,"[[374 626]
 [555 445]]"
cifar10,losses,15,GradientBoosting,0.4585,0.525,0.4633715798764342,0.4922644163150492,"[[392 608]
 [475 525]]"
cifar10,losses,15,RandomForest,0.4545,0.439,0.4530443756449948,0.4459116302691721,"[[470 530]
 [561 439]]"
cifar10,losses,16,HistGradientBoosting,0.501,0.503,0.500996015936255,0.501996007984032,"[[499 501]
 [497 503]]"
cifar10,losses,16,GradientBoosting,0.4815,0.618,0.4854673998428908,0.5437747470303564,"[[345 655]
 [382 618]]"
cifar10,losses,16,RandomForest,0.5115,0.492,0.5119667013527576,0.5017848036715962,"[[531 469]
 [508 492]]"
cifar10,losses,17,HistGradientBoosting,0.449,0.428,0.4467640918580375,0.4371807967313585,"[[470 530]
 [572 428]]"
cifar10,losses,17,GradientBoosting,0.4685,0.592,0.4747393744987971,0.5269247886070316,"[[345 655]
 [408 592]]"
cifar10,losses,17,RandomForest,0.4905,0.479,0.4902763561924257,0.4845725847243297,"[[502 498]
 [521 479]]"
cifar10,losses,18,HistGradientBoosting,0.463,0.437,0.4609704641350211,0.4486652977412731,"[[489 511]
 [563 437]]"
cifar10,losses,18,GradientBoosting,0.463,0.586,0.4703049759229534,0.5218165627782725,"[[340 660]
 [414 586]]"
cifar10,losses,18,RandomForest,0.491,0.483,0.4908536585365853,0.4868951612903226,"[[499 501]
 [517 483]]"
cifar10,losses,19,HistGradientBoosting,0.4725,0.458,0.4716786817713697,0.4647387113140538,"[[487 513]
 [542 458]]"
cifar10,losses,19,GradientBoosting,0.483,0.608,0.4864,0.5404444444444444,"[[358 642]
 [392 608]]"
cifar10,losses,19,RandomForest,0.4785,0.465,0.4779033915724563,0.47136340598074,"[[492 508]
 [535 465]]"
cifar10,losses,20,HistGradientBoosting,0.502,0.525,0.5019120458891013,0.5131964809384164,"[[479 521]
 [475 525]]"
cifar10,losses,20,GradientBoosting,0.4865,0.522,0.4873949579831932,0.5041042974408498,"[[451 549]
 [478 522]]"
cifar10,losses,20,RandomForest,0.497,0.499,0.497011952191235,0.498003992015968,"[[495 505]
 [501 499]]"
cifar10,losses,21,HistGradientBoosting,0.484,0.476,0.483739837398374,0.4798387096774194,"[[492 508]
 [524 476]]"
cifar10,losses,21,GradientBoosting,0.5205,0.47,0.5228031145717463,0.4949973670352817,"[[571 429]
 [530 470]]"
cifar10,losses,21,RandomForest,0.502,0.516,0.5019455252918288,0.5088757396449703,"[[488 512]
 [484 516]]"
cifar10,losses,22,HistGradientBoosting,0.595,0.541,0.6065022421524664,0.5718816067653277,"[[649 351]
 [459 541]]"
cifar10,losses,22,GradientBoosting,0.6055,0.511,0.6300863131935882,0.5643290999447819,"[[700 300]
 [489 511]]"
cifar10,losses,22,RandomForest,0.5405,0.52,0.5422314911366006,0.5308831036242981,"[[561 439]
 [480 520]]"
cifar10,losses,23,HistGradientBoosting,0.8485,0.8,0.8859357696566998,0.8407777193904362,"[[897 103]
 [200 800]]"
cifar10,losses,23,GradientBoosting,0.852,0.805,0.8885209713024282,0.8447009443861491,"[[899 101]
 [195 805]]"
cifar10,losses,23,RandomForest,0.7835,0.778,0.7866531850353893,0.7823026646556058,"[[789 211]
 [222 778]]"
cifar10,weights,1,HistGradientBoosting,0.1235,0.115,0.1169888097660223,0.1159858799798285,"[[132 868]
 [885 115]]"
cifar10,weights,1,RandomForest,0.096,0.097,0.0968063872255489,0.0969030969030969,"[[ 95 905]
 [903  97]]"
cifar10,weights,2,HistGradientBoosting,0.1255,0.114,0.1166837256908904,0.1153262518968133,"[[137 863]
 [886 114]]"
cifar10,weights,2,RandomForest,0.096,0.083,0.0852156057494866,0.0840932117527862,"[[109 891]
 [917  83]]"
cifar10,weights,3,HistGradientBoosting,0.1265,0.123,0.1238670694864048,0.1234320120421475,"[[130 870]
 [877 123]]"
cifar10,weights,3,RandomForest,0.096,0.091,0.0919191919191919,0.0914572864321607,"[[101 899]
 [909  91]]"
cifar10,weights,4,HistGradientBoosting,0.127,0.118,0.120162932790224,0.119071644803229,"[[136 864]
 [882 118]]"
cifar10,weights,4,RandomForest,0.096,0.083,0.0852156057494866,0.0840932117527862,"[[109 891]
 [917  83]]"
cifar10,weights,5,HistGradientBoosting,0.1255,0.117,0.1190233977619532,0.1180030257186081,"[[134 866]
 [883 117]]"
cifar10,weights,5,RandomForest,0.096,0.096,0.096,0.096,"[[ 96 904]
 [904  96]]"
cifar10,weights,6,HistGradientBoosting,0.1285,0.122,0.1236068895643363,0.1227981882234524,"[[135 865]
 [878 122]]"
cifar10,weights,6,RandomForest,0.096,0.089,0.0902636916835699,0.0896273917421953,"[[103 897]
 [911  89]]"
cifar10,weights,7,HistGradientBoosting,0.1275,0.12,0.1218274111675127,0.1209068010075566,"[[135 865]
 [880 120]]"
cifar10,weights,7,RandomForest,0.0965,0.09,0.0911854103343465,0.0905888273779567,"[[103 897]
 [910  90]]"
cifar10,weights,8,HistGradientBoosting,0.127,0.124,0.124748490945674,0.1243731193580742,"[[130 870]
 [876 124]]"
cifar10,weights,8,RandomForest,0.096,0.077,0.08004158004158,0.0784913353720693,"[[115 885]
 [923  77]]"
cifar10,weights,9,HistGradientBoosting,0.135,0.134,0.1342685370741483,0.1341341341341341,"[[136 864]
 [866 134]]"
cifar10,weights,9,RandomForest,0.096,0.095,0.095190380761523,0.095095095095095,"[[ 97 903]
 [905  95]]"
cifar10,weights,10,HistGradientBoosting,0.1305,0.125,0.1263902932254803,0.1256913021618904,"[[136 864]
 [875 125]]"
cifar10,weights,10,RandomForest,0.096,0.086,0.0877551020408163,0.0868686868686868,"[[106 894]
 [914  86]]"
cifar10,weights,11,HistGradientBoosting,0.133,0.127,0.1285425101214574,0.1277665995975855,"[[139 861]
 [873 127]]"
cifar10,weights,11,RandomForest,0.0965,0.1,0.0993048659384309,0.0996512207274539,"[[ 93 907]
 [900 100]]"
cifar10,weights,12,HistGradientBoosting,0.14,0.128,0.1311475409836065,0.1295546558704453,"[[152 848]
 [872 128]]"
cifar10,weights,12,RandomForest,0.0965,0.085,0.0870010235414534,0.0859888720283257,"[[108 892]
 [915  85]]"
cifar10,weights,13,HistGradientBoosting,0.141,0.134,0.1359026369168357,0.134944612286002,"[[148 852]
 [866 134]]"
cifar10,weights,13,RandomForest,0.0985,0.089,0.09072375127421,0.0898536092882382,"[[108 892]
 [911  89]]"
cifar10,weights,14,HistGradientBoosting,0.1515,0.139,0.1425641025641025,0.140759493670886,"[[164 836]
 [861 139]]"
cifar10,weights,14,RandomForest,0.1015,0.097,0.0978809283551967,0.0974384731290808,"[[106 894]
 [903  97]]"
cifar10,weights,15,HistGradientBoosting,0.1755,0.173,0.1738693467336683,0.1734335839598997,"[[178 822]
 [827 173]]"
cifar10,weights,15,RandomForest,0.1075,0.103,0.1039354187689202,0.1034655951783023,"[[112 888]
 [897 103]]"
cifar10,weights,16,HistGradientBoosting,0.2385,0.25,0.2443792766373411,0.2471576866040533,"[[227 773]
 [750 250]]"
cifar10,weights,16,RandomForest,0.1215,0.124,0.1233830845771144,0.1236907730673316,"[[119 881]
 [876 124]]"
cifar10,weights,17,HistGradientBoosting,0.5045,0.511,0.5044422507403751,0.5076999503229012,"[[498 502]
 [489 511]]"
cifar10,weights,17,RandomForest,0.233,0.265,0.2490601503759398,0.256782945736434,"[[201 799]
 [735 265]]"
cifar10,weights,18,HistGradientBoosting,0.8605,0.888,0.8417061611374408,0.8642335766423358,"[[833 167]
 [112 888]]"
cifar10,weights,18,RandomForest,0.5995,0.657,0.589237668161435,0.6212765957446809,"[[542 458]
 [343 657]]"
cifar10,weights,19,HistGradientBoosting,0.991,0.999,0.9832677165354332,0.9910714285714286,"[[983  17]
 [  1 999]]"
cifar10,weights,19,RandomForest,0.8785,0.918,0.8507877664504171,0.8831168831168832,"[[839 161]
 [ 82 918]]"
cifar10,weights,20,HistGradientBoosting,0.9985,1.0,0.9970089730807578,0.9985022466300548,"[[ 997    3]
 [   0 1000]]"
cifar10,weights,20,RandomForest,0.9835,0.993,0.9744847890088322,0.9836552748885584,"[[974  26]
 [  7 993]]"
cifar10,weights,21,HistGradientBoosting,1.0,1.0,1.0,1.0,"[[1000    0]
 [   0 1000]]"
cifar10,weights,21,RandomForest,0.9975,1.0,0.9950248756218906,0.9975062344139652,"[[ 995    5]
 [   0 1000]]"
cifar10,weights,22,HistGradientBoosting,0.9995,1.0,0.999000999000999,0.9995002498750626,"[[ 999    1]
 [   0 1000]]"
cifar10,weights,22,RandomForest,1.0,1.0,1.0,1.0,"[[1000    0]
 [   0 1000]]"
cifar10,weights,23,HistGradientBoosting,1.0,1.0,1.0,1.0,"[[1000    0]
 [   0 1000]]"
cifar10,weights,23,RandomForest,1.0,1.0,1.0,1.0,"[[1000    0]
 [   0 1000]]"
svhn,grads,1,HistGradientBoosting,0.1058103975535168,0.0942472460220318,0.0963704630788485,0.0952970297029703,"[[ 96 722]
 [740  77]]"
svhn,grads,1,GradientBoosting,0.2495412844036697,0.2178702570379437,0.2323759791122715,0.2248894504106127,"[[230 588]
 [639 178]]"
svhn,grads,1,RandomForest,0.1009174311926605,0.0991432068543451,0.0993865030674846,0.0992647058823529,"[[ 84 734]
 [736  81]]"
svhn,grads,2,HistGradientBoosting,0.1051987767584097,0.0930232558139534,0.0952380952380952,0.0941176470588235,"[[ 96 722]
 [741  76]]"
svhn,grads,2,GradientBoosting,0.2470948012232416,0.2288861689106487,0.2373096446700507,0.2330218068535825,"[[217 601]
 [630 187]]"
svhn,grads,2,RandomForest,0.1009174311926605,0.1003671970624235,0.1003671970624235,0.1003671970624235,"[[ 83 735]
 [735  82]]"
svhn,grads,3,HistGradientBoosting,0.1051987767584097,0.1015911872705018,0.1022167487684729,0.101903007980356,"[[ 89 729]
 [734  83]]"
svhn,grads,3,GradientBoosting,0.2446483180428134,0.2215422276621787,0.232051282051282,0.2266750156543518,"[[219 599]
 [636 181]]"
svhn,grads,3,RandomForest,0.1009174311926605,0.0966952264381885,0.0974106041923551,0.097051597051597,"[[ 86 732]
 [738  79]]"
svhn,grads,4,HistGradientBoosting,0.1051987767584097,0.1077111383108935,0.1070559610705596,0.1073825503355704,"[[ 84 734]
 [729  88]]"
svhn,grads,4,GradientBoosting,0.2434250764525994,0.2215422276621787,0.2314578005115089,0.2263914946841776,"[[217 601]
 [636 181]]"
svhn,grads,4,RandomForest,0.1009174311926605,0.1028151774785801,0.1023142509135201,0.1025641025641025,"[[ 81 737]
 [733  84]]"
svhn,grads,5,HistGradientBoosting,0.1058103975535168,0.1015911872705018,0.1023427866831072,0.1019656019656019,"[[ 90 728]
 [734  83]]"
svhn,grads,5,GradientBoosting,0.2489296636085627,0.2362301101591187,0.2421580928481806,0.2391573729863692,"[[214 604]
 [624 193]]"
svhn,grads,5,RandomForest,0.1009174311926605,0.1040391676866585,0.103280680437424,0.1036585365853658,"[[ 80 738]
 [732  85]]"
svhn,grads,6,HistGradientBoosting,0.1045871559633027,0.1126070991432068,0.1107099879663056,0.1116504854368932,"[[ 79 739]
 [725  92]]"
svhn,grads,6,GradientBoosting,0.2746177370030581,0.2643818849449204,0.2696629213483146,0.2669962917181706,"[[233 585]
 [601 216]]"
svhn,grads,6,RandomForest,0.1009174311926605,0.0979192166462668,0.0984009840098401,0.0981595092024539,"[[ 85 733]
 [737  80]]"
svhn,grads,7,HistGradientBoosting,0.1058103975535168,0.1040391676866585,0.1042944785276073,0.1041666666666666,"[[ 88 730]
 [732  85]]"
svhn,grads,7,GradientBoosting,0.2611620795107033,0.2239902080783353,0.2417437252311756,0.2325285895806861,"[[244 574]
 [634 183]]"
svhn,grads,7,RandomForest,0.1009174311926605,0.0856793145654834,0.0882723833543505,0.0869565217391304,"[[ 95 723]
 [747  70]]"
svhn,grads,8,HistGradientBoosting,0.1051987767584097,0.1077111383108935,0.1070559610705596,0.1073825503355704,"[[ 84 734]
 [729  88]]"
svhn,grads,8,GradientBoosting,0.2685015290519877,0.2484700122399021,0.2585987261146497,0.2534332084893882,"[[236 582]
 [614 203]]"
svhn,grads,8,RandomForest,0.1009174311926605,0.0869033047735618,0.0893081761006289,0.0880893300248139,"[[ 94 724]
 [746  71]]"
svhn,grads,9,HistGradientBoosting,0.1039755351681957,0.1089351285189718,0.1077481840193704,0.1083384053560559,"[[ 81 737]
 [728  89]]"
svhn,grads,9,GradientBoosting,0.2776758409785932,0.2692778457772338,0.2736318407960199,0.2714373843306601,"[[234 584]
 [597 220]]"
svhn,grads,9,RandomForest,0.1009174311926605,0.0942472460220318,0.0954151177199504,0.0948275862068965,"[[ 88 730]
 [740  77]]"
svhn,grads,10,HistGradientBoosting,0.1058103975535168,0.1052631578947368,0.1052631578947368,0.1052631578947368,"[[ 87 731]
 [731  86]]"
svhn,grads,10,GradientBoosting,0.2764525993883792,0.2533659730722154,0.2653846153846154,0.2592360676268002,"[[245 573]
 [610 207]]"
svhn,grads,10,RandomForest,0.1009174311926605,0.0832313341493268,0.0861850443599493,0.0846824408468244,"[[ 97 721]
 [749  68]]"
svhn,grads,11,HistGradientBoosting,0.1045871559633027,0.1015911872705018,0.1020910209102091,0.101840490797546,"[[ 88 730]
 [734  83]]"
svhn,grads,11,GradientBoosting,0.2996941896024465,0.2594859241126071,0.2819148936170212,0.2702358189929892,"[[278 540]
 [605 212]]"
svhn,grads,11,RandomForest,0.1009174311926605,0.0979192166462668,0.0984009840098401,0.0981595092024539,"[[ 85 733]
 [737  80]]"
svhn,grads,12,HistGradientBoosting,0.1033639143730886,0.0893512851897184,0.0918238993710691,0.0905707196029776,"[[ 96 722]
 [744  73]]"
svhn,grads,12,GradientBoosting,0.2990825688073394,0.2668298653610771,0.2849673202614379,0.2756005056890013,"[[271 547]
 [599 218]]"
svhn,grads,12,RandomForest,0.1027522935779816,0.0881272949816401,0.0906801007556675,0.0893854748603352,"[[ 96 722]
 [745  72]]"
svhn,grads,13,HistGradientBoosting,0.1247706422018348,0.1211750305997552,0.1219211822660098,0.1215469613259668,"[[105 713]
 [718  99]]"
svhn,grads,13,GradientBoosting,0.3370030581039755,0.2705018359853121,0.311706629055007,0.289646133682831,"[[330 488]
 [596 221]]"
svhn,grads,13,RandomForest,0.1235474006116208,0.1162790697674418,0.1178660049627791,0.1170671595810228,"[[107 711]
 [722  95]]"
svhn,grads,14,HistGradientBoosting,0.1180428134556575,0.1138310893512851,0.1146732429099876,0.1142506142506142,"[[100 718]
 [724  93]]"
svhn,grads,14,GradientBoosting,0.326605504587156,0.3072215422276622,0.3193384223918575,0.313162819713038,"[[283 535]
 [566 251]]"
svhn,grads,14,RandomForest,0.1186544342507645,0.1101591187270501,0.1119402985074626,0.1110425663170882,"[[104 714]
 [727  90]]"
svhn,grads,15,HistGradientBoosting,0.1223241590214067,0.1077111383108935,0.1108312342569269,0.1092489137181874,"[[112 706]
 [729  88]]"
svhn,grads,15,GradientBoosting,0.3486238532110092,0.2533659730722154,0.3126888217522658,0.279918864097363,"[[363 455]
 [610 207]]"
svhn,grads,15,RandomForest,0.1162079510703364,0.1003671970624235,0.1035353535353535,0.1019266625233064,"[[108 710]
 [735  82]]"
svhn,grads,16,HistGradientBoosting,0.1363914373088685,0.1285189718482252,0.1304347826086956,0.1294697903822441,"[[118 700]
 [712 105]]"
svhn,grads,16,GradientBoosting,0.3657492354740061,0.2705018359853121,0.3338368580060423,0.2988505747126437,"[[377 441]
 [596 221]]"
svhn,grads,16,RandomForest,0.1198776758409786,0.1223990208078335,0.121654501216545,0.12202562538133,"[[ 96 722]
 [717 100]]"
svhn,grads,17,HistGradientBoosting,0.1406727828746177,0.1175030599755202,0.123076923076923,0.1202254226675015,"[[134 684]
 [721  96]]"
svhn,grads,17,GradientBoosting,0.3700305810397553,0.2680538555691554,0.336405529953917,0.2983651226158038,"[[386 432]
 [598 219]]"
svhn,grads,17,RandomForest,0.1253822629969418,0.1236230110159118,0.1239263803680981,0.1237745098039215,"[[104 714]
 [716 101]]"
svhn,grads,18,HistGradientBoosting,0.1951070336391437,0.1909424724602203,0.1923551171393341,0.1916461916461916,"[[163 655]
 [661 156]]"
svhn,grads,18,GradientBoosting,0.3834862385321101,0.4100367197062423,0.389082462253194,0.3992848629320619,"[[292 526]
 [482 335]]"
svhn,grads,18,RandomForest,0.1235474006116208,0.1223990208078335,0.1225490196078431,0.1224739742804654,"[[102 716]
 [717 100]]"
svhn,grads,19,HistGradientBoosting,0.2232415902140672,0.2350061199510404,0.2293906810035842,0.2321644498186215,"[[173 645]
 [625 192]]"
svhn,grads,19,GradientBoosting,0.4171253822629969,0.4455324357405141,0.4212962962962963,0.4330755502676978,"[[318 500]
 [453 364]]"
svhn,grads,19,RandomForest,0.1247706422018348,0.1162790697674418,0.1181592039800995,0.1172115977791486,"[[109 709]
 [722  95]]"
svhn,grads,20,HistGradientBoosting,0.3370030581039755,0.3598531211750306,0.343859649122807,0.3516746411483253,"[[257 561]
 [523 294]]"
svhn,grads,20,GradientBoosting,0.4409785932721712,0.423500611995104,0.4385297845373891,0.4308841843088418,"[[375 443]
 [471 346]]"
svhn,grads,20,RandomForest,0.2024464831804281,0.1970624235006119,0.1990111248454882,0.1980319803198031,"[[170 648]
 [656 161]]"
svhn,grads,21,HistGradientBoosting,0.527217125382263,0.5067319461444308,0.5280612244897959,0.5171767645221735,"[[448 370]
 [403 414]]"
svhn,grads,21,GradientBoosting,0.5480122324159021,0.5091799265605875,0.5517241379310345,0.5295989815404201,"[[480 338]
 [401 416]]"
svhn,grads,21,RandomForest,0.4391437308868501,0.4100367197062423,0.435064935064935,0.4221802142407057,"[[383 435]
 [482 335]]"
svhn,grads,22,HistGradientBoosting,0.7382262996941896,0.7343941248470012,0.7398273736128237,0.7371007371007371,"[[607 211]
 [217 600]]"
svhn,grads,22,GradientBoosting,0.6996941896024464,0.6756425948592412,0.7095115681233933,0.6921630094043888,"[[592 226]
 [265 552]]"
svhn,grads,22,RandomForest,0.7235474006116208,0.7380660954712362,0.7170035671819263,0.7273823884197829,"[[580 238]
 [214 603]]"
svhn,grads,23,HistGradientBoosting,0.91131498470948,0.9106487148102816,0.9117647058823528,0.9112063686466624,"[[746  72]
 [ 73 744]]"
svhn,grads,23,GradientBoosting,0.8917431192660551,0.8702570379436965,0.9092071611253196,0.8893058161350844,"[[747  71]
 [106 711]]"
svhn,grads,23,RandomForest,0.9045871559633027,0.9082007343941249,0.9015795868772782,0.9048780487804878,"[[737  81]
 [ 75 742]]"
svhn,losses,1,HistGradientBoosting,0.3730886850152905,0.408812729498164,0.3812785388127854,0.3945658594211459,"[[276 542]
 [483 334]]"
svhn,losses,1,GradientBoosting,0.4477064220183486,0.7405140758873929,0.466820987654321,0.5726455276857548,"[[127 691]
 [212 605]]"
svhn,losses,1,RandomForest,0.2544342507645259,0.2643818849449204,0.2589928057553957,0.2616596002422774,"[[200 618]
 [601 216]]"
svhn,losses,2,HistGradientBoosting,0.3737003058103975,0.379436964504284,0.3748488512696493,0.3771289537712895,"[[301 517]
 [507 310]]"
svhn,losses,2,GradientBoosting,0.4470948012232416,0.7356181150550796,0.4662529092319628,0.5707502374169041,"[[130 688]
 [216 601]]"
svhn,losses,2,RandomForest,0.2422018348623853,0.2460220318237454,0.2439320388349514,0.2449725776965264,"[[195 623]
 [616 201]]"
svhn,losses,3,HistGradientBoosting,0.3749235474006116,0.3720930232558139,0.3739237392373923,0.3730061349693251,"[[309 509]
 [513 304]]"
svhn,losses,3,GradientBoosting,0.4501529051987767,0.7429620563035496,0.4683641975308642,0.5745385707524846,"[[129 689]
 [210 607]]"
svhn,losses,3,RandomForest,0.2544342507645259,0.2766217870257038,0.2646370023419204,0.2704967085577499,"[[190 628]
 [591 226]]"
svhn,losses,4,HistGradientBoosting,0.3706422018348624,0.3525091799265606,0.365482233502538,0.3588785046728971,"[[318 500]
 [529 288]]"
svhn,losses,4,GradientBoosting,0.4360856269113149,0.7148102815177478,0.4587588373919874,0.5588516746411483,"[[129 689]
 [233 584]]"
svhn,losses,4,RandomForest,0.2544342507645259,0.2631578947368421,0.2584134615384615,0.2607640994542146,"[[201 617]
 [602 215]]"
